"Account Name","Opportunity Name","Stage","Fiscal Period","Amount","Probability (%)","Close Date","Created Date","Next Step","Lead Source","Type","Primary Contact","Account ID","Contact: Email","Contact: Title"
"THE CHILDRENS PLACE & DISNEY STORE N.A.","SaaS: SCM Expansion Project","Qualify","Q1-2025","258053.54","5","3/18/2025","1/12/2025","Gather requirements from the CTO","Event","Expansion","","001Hu00003XRhsa","",""
"JP MORGAN HEDGE FUND SERVICES","SaaS: SCM Adoption Initiative","Closed Lost","Q1-2025","146471.14","2","3/18/2025","1/12/2025","Plan re-engagement strategy with the CFO","Cold Call","Expansion","Amelia Barrett","001Hu00003XRhsk","amelia.barrett@jpmorganhedgefundservices.com","Director of Sales"
"GOLDMAN SACHS REALTY MANAGEMENT, L.P.","OCI: Networking Expansion Project","Closed Lost","Q1-2025","423898.02","4","3/18/2025","1/12/2025","Analyze reasons for loss with the Director of Operations","Event","New Business","","001Hu00003XRhty","",""
"Citigroup Corporate and Investment Bank","OCI: Networking Upgrade Proposal","Propose","Q1-2025","181459.52","55","3/19/2025","1/12/2025","Send a proposal to the CEO","Social Media","Expansion","Aurora Murray","001Hu00003XRhuD","aurora.murray@citigroupcorporateandinvestmentbank.com","Regional Director"
"AT&T ADWORKS","SaaS: SCM Expansion Project","Qualify","Q1-2025","276590.69","10","3/19/2025","1/12/2025","Schedule an initial call with the CTO","Web","Expansion","","001Hu00003XRhsI","",""
"AT&T CORPORATION CFO","PaaS: Generative AI Implementation","Propose","Q1-2025","88725.53","46","3/19/2025","1/12/2025","Discuss pricing options with the CTO","Event","Renewal","","001Hu00003XRhs1","",""
"VERIZON ONLINE","PaaS: Analytics Cloud Upgrade Proposal","Qualify","Q1-2025","311125.98","10","3/19/2025","1/12/2025","Send introduction email to the CTO","Referral","Expansion","Kai Jackson","001Hu00003XRht2","kai.jackson@verizononline.com","Director of Marketing"
"Chevron Texaco Eploration & Production","OCI: IaaS Adoption Initiative","Qualify","Q1-2025","24249.66","14","3/19/2025","1/12/2025","Schedule an initial call with the CRO","Event","Expansion","","001Hu00003XRhpa","",""
"Boeing Co.","OCI: IaaS Expansion Project","Qualify","Q1-2025","72214.65","13","3/19/2025","1/12/2025","Schedule an initial call with the CEO","Referral","Expansion","","001Hu00003XRhst","",""
"Walt Disney Parks and Resorts U.S., a division of Walt Disney Parks and Resorts U.S., Inc.","OCI: Networking Implementation","Negotiate","Q1-2025","20761.93","74","3/19/2025","1/12/2025","Negotiate terms with the VP of Sales","Event","New Business","","001Hu00003XRhpm","",""
"Microsoft Store","OCI: Autonomous Database Implementation","Negotiate","Q1-2025","89116.73","73","3/19/2025","1/12/2025","Negotiate terms with the Product Manager","Referral","Expansion","Finn Conner","001Hu00003XRhqX","finn.conner@microsoftstore.com","Director of Marketing"
"DISNEY STORE INC","SaaS: EPM Adoption Initiative","Qualify","Q1-2025","404191.64","5","3/19/2025","1/12/2025","Send introduction email to the Director of Operations","Web","Expansion","Autumn Gomez","001Hu00003XRhvo","autumn.gomez@disneystoreinc.com","CTO"
"Comcast IP Services","PaaS: Analytics Cloud Upgrade Proposal","Closed Lost","Q1-2025","184475.09","5","3/19/2025","1/12/2025","Plan re-engagement strategy with the CRO","Cold Call","Renewal","Evan Burch","001Hu00003XRhse","evan.burch@comcastipservices.com","VP of Engineering"
"BANK OF AMERICA CAPITAL MANAGEMENT INC","OCI: Autonomous Database Adoption Initiative","Closed Lost","Q1-2025","434220.29","2","3/19/2025","1/12/2025","Document feedback from the Director of Operations","Social Media","Expansion","Jade Beach","001Hu00003XRhtV","jade.beach@bankofamericacapitalmanagementinc.com","VP of Operations"
"Nike, Inc (HR)","OCI: IaaS Adoption Initiative","Closed Won","Q1-2025","60113.10","97","3/19/2025","1/12/2025","Prepare onboarding materials for the CRO","Web","New Business","","001Hu00003XRho0","",""
"Chevron-ITC Strategic Sourcing","OCI: Compute Implementation","Closed Won","Q1-2025","22211.59","97","3/19/2025","1/12/2025","Send a thank-you note to the Director of Operations","Event","Renewal","Stella Bernard","001Hu00003XRhv1","stella.bernard@chevron-itcstrategicsourcing.com","Director of Sales"
"Citi Group","OCI: Compute Implementation","Propose","Q1-2025","9616.38","49","3/20/2025","1/12/2025","Discuss pricing options with the CEO","Event","New Business","Lucas Fleming","001Hu00003XRhr7","lucas.fleming@citigroup.com","VP of Operations"
"Citigroup Consumer STS","SaaS: SCM Upgrade Proposal","Propose","Q1-2025","255988.61","51","3/20/2025","1/12/2025","Review the proposal with the Product Manager","Event","New Business","John Browning","001Hu00003XRhsg","john.browning@citigroupconsumersts.com","Executive Director"
"Citifinancial Mortgage Company, Inc.","OCI: Storage Adoption Initiative","Negotiate","Q1-2025","29004.65","76","3/20/2025","1/12/2025","Finalize contract details with the CFO","Referral","Expansion","","001Hu00003XRhtP","",""
"IBM AIM SERVICES","SaaS: Financials Upgrade Proposal","Closed Lost","Q1-2025","22406.68","3","3/20/2025","1/12/2025","Analyze reasons for loss with the CTO","Cold Call","Renewal","Jade Lewis","001Hu00003XRhtL","jade.lewis@ibmaimservices.com","Regional Director"
"PSC Metals Inc","PaaS: Integration Cloud Expansion Project","Closed Lost","Q1-2025","204084.19","1","3/20/2025","1/12/2025","Analyze reasons for loss with the Director of Operations","Event","New Business","Marcus Cohen","001Hu00003XRhtz","marcus.cohen@pscmetalsinc.com","Director of Product"
"INTEL ONLINE SERVICES","SaaS: EPM Implementation","Closed Lost","Q1-2025","13119.85","0","3/20/2025","1/12/2025","Analyze reasons for loss with the VP of Sales","Cold Call","Renewal","Sophia Branch","001Hu00003XRht8","sophia.branch@intelonlineservices.com","Director of Sales"
"BOEING AUTOMETRIC","OCI: IaaS Upgrade Proposal","Closed Won","Q1-2025","53475.22","95","3/20/2025","1/12/2025","Send a thank-you note to the CEO","Cold Call","Expansion","Quinn Thomas","001Hu00003XRhvR","quinn.thomas@boeingautometric.com","VP of Operations"
"AT&T GLOBAL NETWORKING TECH SVC","OCI: IaaS Adoption Initiative","Closed Won","Q1-2025","248829.41","98","3/20/2025","1/12/2025","Set up a kickoff meeting with the CTO","Social Media","Expansion","","001Hu00003XRhv6","",""
"Honeywell Intellectual Properties Inc","PaaS: Integration Cloud Implementation","Negotiate","Q1-2025","8702.04","70","3/21/2025","1/12/2025","Resolve open concerns with the Product Manager","Web","New Business","Felix Collier","001Hu00003XRhox","felix.collier@honeywellintellectualpropertiesinc.com","Director of Product"
"Exxon Mobil Fuels Marketing Company","OCI: Compute Adoption Initiative","Qualify","Q1-2025","461961.39","12","3/21/2025","1/12/2025","Schedule an initial call with the CTO","Event","Expansion","Dylan Bryan","001Hu00003XRhuK","dylan.bryan@exxonmobilfuelsmarketingcompany.com","Director of Sales"
"CITIGROUP ASSET MANAGEMENT","OCI: Autonomous Database Upgrade Proposal","Qualify","Q1-2025","19517.25","6","3/21/2025","1/12/2025","Send introduction email to the CTO","Cold Call","Renewal","Derek Lopez","001Hu00003XRhrc","derek.lopez@citigroupassetmanagement.com","VP of Sales"
"IBM SDO","SaaS: ERP Adoption Initiative","Negotiate","Q1-2025","355329.06","78","3/21/2025","1/12/2025","Negotiate terms with the CEO","Event","Expansion","Marcus Ramirez","001Hu00003XRhsv","marcus.ramirez@ibmsdo.com","CIO"
"IBM  Delivery Center","PaaS: Blockchain Expansion Project","Qualify","Q1-2025","78016.40","14","3/21/2025","1/12/2025","Send introduction email to the Director of Operations","Social Media","Renewal","Felix Marshall","001Hu00003XRhqj","felix.marshall@ibmdeliverycenter.com","VP of Operations"
"Euro Disney Associes SCA","OCI: Storage Implementation","Negotiate","Q1-2025","435595.30","80","3/21/2025","1/12/2025","Negotiate terms with the CEO","Social Media","New Business","Xavier Walsh","001Hu00003XRhsj","xavier.walsh@eurodisneyassociessca.com","Executive Director"
"Citibank South Dakota","OCI: Networking Adoption Initiative","Negotiate","Q1-2025","217046.82","71","3/21/2025","1/12/2025","Finalize contract details with the CRO","Cold Call","New Business","Evan Conway","001Hu00003XRhte","evan.conway@citibanksouthdakota.com","Director of Marketing"
"Chevron Phillips","OCI: IaaS Upgrade Proposal","Closed Lost","Q1-2025","8763.42","4","3/21/2025","1/12/2025","Analyze reasons for loss with the CFO","Event","Renewal","Finn Alston","001Hu00003XRhpS","finn.alston@chevronphillips.com","VP of Sales"
"Verizon VNO","SaaS: Financials Expansion Project","Qualify","Q1-2025","55327.04","15","3/22/2025","1/12/2025","Gather requirements from the VP of Sales","Cold Call","Renewal","Morgan Alexander","001Hu00003XRhrl","morgan.alexander@verizonvno.com","VP of Operations"
"Morgan Stanley & Co Incorporated","SaaS: ERP Implementation","Qualify","Q1-2025","73755.33","8","3/22/2025","1/12/2025","Schedule an initial call with the CTO","Event","Expansion","","001Hu00003XRhrC","",""
"BOEING COMMUNICATIONS SVCS","OCI: Autonomous Database Expansion Project","Propose","Q1-2025","455298.66","52","3/22/2025","1/12/2025","Discuss pricing options with the CFO","Referral","Renewal","Ivy Carson","001Hu00003XRhw5","ivy.carson@boeingcommunicationssvcs.com","Executive Director"
"Masco / Verizon","SaaS: SCM Upgrade Proposal","Negotiate","Q1-2025","275904.27","77","3/22/2025","1/12/2025","Resolve open concerns with the CEO","Web","Expansion","","001Hu00003XRhqL","",""
"Pfizer International LLC","PaaS: IoT Cloud Expansion Project","Propose","Q1-2025","447778.45","51","3/22/2025","1/12/2025","Discuss pricing options with the VP of Sales","Referral","Renewal","Gabriel Brandt","001Hu00003XRhp3","gabriel.brandt@pfizerinternationalllc.com","CISO"
"Alcona Citizens for Health","PaaS: IoT Cloud Implementation","Negotiate","Q1-2025","363944.47","79","3/22/2025","1/12/2025","Resolve open concerns with the Product Manager","Referral","New Business","John Collins","001Hu00003XRhqm","john.collins@alconacitizensforhealth.com","VP of Marketing"
"Walt Disney Internet Group","OCI: Compute Upgrade Proposal","Closed Won","Q1-2025","67452.90","96","3/22/2025","1/12/2025","Send a thank-you note to the CEO","Cold Call","Renewal","Liam Alford","001Hu00003XRhot","liam.alford@waltdisneyinternetgroup.com","Director of Product"
"Comcast Cablevision of Delaware Inc","SaaS: ERP Adoption Initiative","Closed Won","Q1-2025","8619.32","98","3/22/2025","1/12/2025","Prepare onboarding materials for the Director of Operations","Social Media","Renewal","Simon Phillips","001Hu00003XRhpB","simon.phillips@comcastcablevisionofdelawareinc.com","Executive Director"
"Chevron Texaco Eploration & Production","OCI: Storage Implementation","Meet & Present","Q1-2025","22856.95","30","3/23/2025","1/12/2025","Demonstrate product features to the VP of Sales","Web","New Business","","001Hu00003XRhpa","",""
"AT&T Corp/AT&T Network Procurement","SaaS: HCM Expansion Project","Negotiate","Q1-2025","289143.39","78","3/23/2025","1/12/2025","Finalize contract details with the CFO","Cold Call","New Business","","001Hu00003XRhoo","",""
"METALS USA INC","SaaS: SCM Expansion Project","Negotiate","Q1-2025","64742.17","78","3/23/2025","1/12/2025","Resolve open concerns with the VP of Sales","Referral","New Business","Derek Bullock","001Hu00003XRhus","derek.bullock@metalsusainc.com","VP of Marketing"
"VERIZON TECHNOLOGY CORP","PaaS: IoT Cloud Adoption Initiative","Propose","Q1-2025","23785.27","53","3/23/2025","1/12/2025","Send a proposal to the VP of Sales","Web","New Business","Owen Cherry","001Hu00003XRhv4","owen.cherry@verizontechnologycorp.com","Director of Engineering"
"Yarde Metals","PaaS: IoT Cloud Upgrade Proposal","Propose","Q1-2025","31203.14","49","3/23/2025","1/12/2025","Discuss pricing options with the VP of Sales","Web","New Business","Summer Coleman","001Hu00003XRhrx","summer.coleman@yardemetals.com","CISO"
"AT&T KALEIDOSCOPE","PaaS: Blockchain Implementation","Propose","Q1-2025","44149.26","45","3/23/2025","1/12/2025","Review the proposal with the CFO","Event","Expansion","","001Hu00003XRhsf","",""
"Information Technology Shared Services, a division of Johnson & Johnson Services, Inc ( Johnson & Johnson Medical Australia )","SaaS: ERP Expansion Project","Closed Lost","Q1-2025","16165.54","3","3/23/2025","1/12/2025","Document feedback from the VP of Sales","Web","Renewal","","001Hu00003XRhwA","",""
"Pacific Award Metals, Inc.","PaaS: IoT Cloud Expansion Project","Closed Lost","Q1-2025","73179.71","1","3/23/2025","1/12/2025","Document feedback from the Director of Operations","Event","Renewal","","001Hu00003XRhsl","",""
"Comcast Converged Products","PaaS: Blockchain Upgrade Proposal","Closed Won","Q1-2025","73730.64","96","3/23/2025","1/12/2025","Set up a kickoff meeting with the VP of Sales","Event","Expansion","Zoe Castillo","001Hu00003XRhn5","zoe.castillo@comcastconvergedproducts.com","Senior Director"
"Pfizer Poultry Health Division Embrex","OCI: Storage Upgrade Proposal","Closed Won","Q1-2025","109011.90","100","3/23/2025","1/12/2025","Prepare onboarding materials for the CFO","Social Media","Expansion","Skylar Barron","001Hu00003XRho8","skylar.barron@pfizerpoultryhealthdivisionembrex.com","VP of Sales"
"CITI CARDS","SaaS: EPM Expansion Project","Closed Won","Q1-2025","496591.36","96","3/23/2025","1/12/2025","Prepare onboarding materials for the Product Manager","Event","Expansion","Cooper Case","001Hu00003XRhnf","cooper.case@citicards.com","VP of Operations"
"Boeing MQ Series","SaaS: EPM Implementation","Meet & Present","Q1-2025","226492.77","27","3/24/2025","1/12/2025","Hold a meeting with the Director of Operations to present our solution","Social Media","New Business","River Hughes","001Hu00003XRhoa","river.hughes@boeingmqseries.com","Director of Operations"
"IBM - EMS (CommonStore)","PaaS: Blockchain Upgrade Proposal","Meet & Present","Q1-2025","82525.61","23","3/24/2025","1/12/2025","Discuss initial feedback with the Director of Operations","Social Media","Renewal","Samuel Burch","001Hu00003XRhpE","samuel.burch@ibm-ems.com","VP of Product"
"Chevron Business and Real Estate Se","PaaS: Analytics Cloud Upgrade Proposal","Qualify","Q1-2025","85813.40","9","3/24/2025","1/12/2025","Send introduction email to the CTO","Web","New Business","Isabella Black","001Hu00003XRhsw","isabella.black@chevronbusinessandrealestatese.com","VP of Marketing"
"Comcast Converged Products","OCI: IaaS Adoption Initiative","Qualify","Q1-2025","18439.28","10","3/24/2025","1/12/2025","Gather requirements from the VP of Sales","Web","Expansion","Evan Murphy","001Hu00003XRhn5","evan.murphy@comcastconvergedproducts.com","Director of Product"
"BANK OF AMERICA COMMERCIAL FINANCE","OCI: Autonomous Database Upgrade Proposal","Propose","Q1-2025","162519.03","51","3/24/2025","1/12/2025","Review the proposal with the CTO","Cold Call","Renewal","Clara Walsh","001Hu00003XRhsU","clara.walsh@bankofamericacommercialfinance.com","Director of Engineering"
"IBM PC Company","PaaS: Analytics Cloud Adoption Initiative","Qualify","Q1-2025","23072.65","11","3/24/2025","1/12/2025","Send introduction email to the Director of Operations","Event","Expansion","Mason Carlson","001Hu00003XRhuN","mason.carlson@ibmpccompany.com","Director of Marketing"
"AT&T GLOBAL NETWORK OPERATIONS","PaaS: Generative AI Upgrade Proposal","Qualify","Q1-2025","17978.59","8","3/24/2025","1/12/2025","Schedule an initial call with the CFO","Cold Call","New Business","","001Hu00003XRhtq","",""
"Greenville Metals, Inc.","PaaS: IoT Cloud Upgrade Proposal","Meet & Present","Q1-2025","401589.81","24","3/24/2025","1/12/2025","Hold a meeting with the CEO to present our solution","Event","Expansion","","001Hu00003XRhrq","",""
"ExxonMobil Pipeline","PaaS: Analytics Cloud Implementation","Negotiate","Q1-2025","95005.66","80","3/24/2025","1/12/2025","Negotiate terms with the Product Manager","Cold Call","Expansion","Emmett Murphy","001Hu00003XRhuV","emmett.murphy@exxonmobilpipeline.com","Senior Director"
"AT&T ENTERPRISE","OCI: IaaS Adoption Initiative","Negotiate","Q1-2025","79253.67","72","3/24/2025","1/12/2025","Negotiate terms with the VP of Sales","Referral","Renewal","","001Hu00003XRhql","",""
"Citigroup Corporate and Investment Bank","PaaS: Integration Cloud Adoption Initiative","Closed Lost","Q1-2025","17417.51","3","3/24/2025","1/12/2025","Analyze reasons for loss with the VP of Sales","Cold Call","Expansion","Penelope Murray","001Hu00003XRhuD","penelope.murray@citigroupcorporateandinvestmentbank.com","VP of Marketing"
"Pfizer International LLC","PaaS: IoT Cloud Upgrade Proposal","Closed Won","Q1-2025","52493.37","98","3/24/2025","1/12/2025","Send a thank-you note to the VP of Sales","Event","Expansion","Mia Castro","001Hu00003XRhp3","mia.castro@pfizerinternationalllc.com","VP of Sales"
